Date,TikTok,Facebook,Google Ads,Sales,CPIAUCSL,inflation_yoy,week_of_year,month,year,quarter,is_holiday,is_summer,is_q4,total_spend,google_x_inflation,facebook_x_inflation,unemployment,retail_sales,wei_index
2021-06-06,0,5936.74,2265.29,10581.72,270.654,5.295632620349999,22,6,2021,2,0,1,0,8202.029999999999,11996.143618552647,31438.794002536655,5.9,540152,8.24
2021-06-13,0,6412.33,1807.08,11218.58,270.654,5.295632620349999,23,6,2021,2,0,1,0,8219.41,9569.631795582076,33957.34392044891,5.9,540152,9.02
2021-06-20,9292.01,0,2011.98,12789.7,270.654,5.295632620349999,24,6,2021,2,0,1,0,11303.99,10654.706919491791,0,5.9,540152,8.69
2021-06-27,0,0,1957.5,9923.23,270.654,5.295632620349999,25,6,2021,2,0,1,0,1957.5,10366.200854335124,0,5.9,540152,8.27
2021-07-04,0,2760.4,1847.58,9781.83,271.903,5.245169381309234,26,7,2021,3,0,1,0,4607.98,9690.870045519314,14478.76556016601,5.4,528600,8.63
2021-07-11,5553.19,0,1822.44,11570.62,271.903,5.245169381309234,27,7,2021,3,0,1,0,7375.629999999999,9559.0064872732,0,5.4,528600,6.81
2021-07-18,11250.46,0,2187.28,12294.54,271.903,5.245169381309234,28,7,2021,3,0,1,0,13437.74,11472.654084350062,0,5.4,528600,7.43
2021-07-25,0,0,1894.87,9745.9,271.903,5.245169381309234,29,7,2021,3,0,1,0,1894.87,9938.914105561427,0,5.4,528600,7.34
2021-08-01,0,3720.31,2054.23,11918.41,272.676,5.152015301793966,30,8,2021,3,0,1,0,5774.54,10583.42439340422,19167.09404741711,5.1,532477,7.29
2021-08-08,0,4414.57,1839.7,10983.4,272.676,5.152015301793966,31,8,2021,3,0,1,0,6254.2699999999995,9478.16255071036,22743.932190840587,5.1,532477,6.69
2021-08-15,8520.87,0,0,8944.74,272.676,5.152015301793966,32,8,2021,3,0,1,0,8520.87,0,0,5.1,532477,7.1
2021-08-22,13086.03,0,2094.45,13131.49,272.676,5.152015301793966,33,8,2021,3,0,1,0,15180.48,10790.638448842372,0,5.1,532477,6.45
2021-08-29,7414.29,0,2186.08,14669.4,272.676,5.152015301793966,34,8,2021,3,0,1,0,9600.37,11262.717610945754,0,5.1,532477,7.1
2021-09-05,10534.1,0,1964.94,13843.33,273.91,5.351215590949132,35,9,2021,3,0,0,0,12499.04,10514.817563279588,0,4.7,536651,6.78
2021-09-12,0,5213.48,1715.62,14024.53,273.91,5.351215590949132,36,9,2021,3,0,0,0,6929.0999999999995,9180.652492144149,27898.45545910148,4.7,536651,6.8
2021-09-19,7663.81,0,2399.59,13315.79,273.91,5.351215590949132,37,9,2021,3,0,0,0,10063.4,12840.72341988563,0,4.7,536651,6.65
2021-09-26,0,4757.98,0,10237.24,273.91,5.351215590949132,38,9,2021,3,0,0,0,4757.98,0,25460.97675742415,4.7,536651,6.65
2021-10-03,0,0,1691.68,9030.17,276.55,6.235042390298062,39,10,2021,4,0,0,1,1691.68,10547.696510819427,0,4.5,545361,6.68
2021-10-10,11543.58,4615.35,2518.88,15904.11,276.55,6.235042390298062,40,10,2021,4,0,0,1,18677.81,15705.323576073984,28776.902896062165,4.5,545361,6.11
2021-10-17,0,4556.16,1919.19,12839.29,276.55,6.235042390298062,41,10,2021,4,0,0,1,6475.35,11966.23100503614,28407.850736980417,4.5,545361,6.55
2021-10-24,0,0,1707.65,9063.45,276.55,6.235042390298062,42,10,2021,4,0,0,1,1707.65,10647.270137792486,0,4.5,545361,5.58
2021-10-31,0,0,1863.31,7250.21,276.55,6.235042390298062,43,10,2021,4,0,0,1,1863.31,11617.816836266282,0,4.5,545361,5.94
